"Tipo.Instrumento" "Nombre" "Fecha.op" "Fuente" "Sicet" "F.Vencimiento" "Plazo" "Op" "Monto" "Pre.min" "Pre.max" "Pre.prom" "Cupon" "Frecuencia" "Rendimiento"
"Valores Fin." "Valores Fin.112022" 2017-12-01 "022 BCV" "VFBS01122-0013" 2022-11-22 1817 1 1e+09 105.25 105.25 105.25 10 2 8.67090342342318
"VEBONO" "VEBONO062020" 2017-12-04 "022 BCV" "DPBS08771-0027" 2020-06-18 927 1 47392555 120 120 120 14.56 4 5.99073976134719
"VEBONO" "VEBONO022022" 2017-12-04 "022 BCV" "DPBS09345-0023" 2022-02-10 1529 1 1.45e+08 125 125 125 14.46 4 7.43519370214214
"VEBONO" "VEBONO012025" 2017-12-04 "022 BCV" "DPBS00324-0018" 2025-01-09 2593 1 1e+07 129 129 129 15.32 4 9.61756008445782
"VEBONO" "VEBONO032031" 2017-12-04 "022 BCV" "DPBS02207-0016" 2031-03-13 4847 1 2e+07 127.5 127.5 127.5 15.16 4 11.1577734510278
"TIF" "TIF022032" 2017-12-04 "022 BCV" "DPBS02207-0043" 2032-02-19 5190 1 112244000 126.5 126.5 126.5 14.5 4 10.8162267325417
"VEBONO" "VEBONO062032" 2017-12-04 "022 BCV" "DPBS02207-0052" 2032-06-17 5309 1 2.87e+08 128 128 128 14.17 4 10.4061264609829
"LETRA" "LTB122017" 2017-12-04 "022 BCV" "LTBS01217-0034" 2017-12-20 16 1 1.05e+08 98.5757 98.5757 98.5757 0 0 32.5097868947417
"LETRA" "LTB122017" 2017-12-04 "022 BCV" "LTBS01217-0043" 2017-12-27 23 1 1.05e+08 98.5757 98.5757 98.5757 0 0 22.6155039267768
"LETRA" "LTB092018" 2017-12-04 "022 BCV" "LTBS00918-0011" 2018-09-19 289 1 1.05e+08 98.5757 98.5757 98.5757 0 0 1.79984979348051
"LETRA" "LTB122017" 2017-12-05 "022 BCV" "LTBS01217-0034" 2017-12-20 15 1 1.05e+08 98.607 98.607 98.607 0 0 33.904286713925
"LETRA" "LTB122017" 2017-12-05 "022 BCV" "LTBS01217-0043" 2017-12-27 22 1 1.05e+08 98.607 98.607 98.607 0 0 23.1165591231307
"LETRA" "LTB092018" 2017-12-05 "022 BCV" "LTBS00918-0011" 2018-09-19 288 1 1.05e+08 98.607 98.607 98.607 0 0 1.76584826635026
"VEBONO" "VEBONO022022" 2017-12-06 "022 BCV" "DPBS09345-0023" 2022-02-10 1527 2 4e+08 129 129.5 129.25 14.46 4 6.40959690774006
"VEBONO" "VEBONO032035" 2017-12-06 "022 BCV" "DPBS02909-0044" 2035-03-15 6308 1 202514000 117 117 117 13.67 4 11.4016024748754
"TIF" "TIF092035" 2017-12-06 "022 BCV" "DPBS02909-0035" 2035-09-27 6504 1 307586000 117.5 117.5 117.5 13.75 4 11.4326228173856
"TIF" "TIF052036" 2017-12-06 "022 BCV" "DPBS02909-0062" 2036-05-22 6742 1 68500000 117.5 117.5 117.5 13.5 4 11.2321105536583
"VEBONO" "VEBONO122036" 2017-12-06 "022 BCV" "DPBS02909-0053" 2036-12-04 6938 2 1.046e+09 117.5 118.5 118.45602294455 13.57 4 11.2119480222248
"LETRA" "LTB032018" 2017-12-06 "022 BCV" "LTBS00318-0026" 2018-03-07 91 1 3.5e+07 98.6919999999999 98.692 98.6919999999999 0 0 5.24308504691962
"LETRA" "LTB032018" 2017-12-06 "022 BCV" "LTBS00318-0035" 2018-03-21 105 1 53846000 99.2557 99.2557 99.2557 0 0 2.57102182976462
"VEBONO" "VEBONO022022" 2017-12-07 "022 BCV" "DPBS09345-0023" 2022-02-10 1526 3 618078000 129 129.5 129.1617918774 14.46 4 6.42630049062349
"VEBONO" "VEBONO062032" 2017-12-07 "022 BCV" "DPBS02207-0052" 2032-06-17 5306 1 263500000 128 128 128 14.17 4 10.4054784494712
"TIF" "TIF012037" 2017-12-07 "022 BCV" "DPBS02909-0080" 2037-01-29 6993 1 714286000 113.5 113.5 113.5 13.25 4 11.4879037079422
"VEBONO" "VEBONO082037" 2017-12-07 "022 BCV" "DPBS02909-0071" 2037-08-06 7182 1 714286000 113.5 113.5 113.5 13.18 4 11.4367922634941
"VEBONO" "VEBONO062032" 2017-12-08 "022 BCV" "DPBS02207-0052" 2032-06-17 5305 1 263500000 128.0122 128.0122 128.0122 14.17 4 10.4039081449876
"TIF" "TIF052036" 2017-12-08 "022 BCV" "DPBS02909-0062" 2036-05-22 6740 1 4.5e+08 118.5 118.5 118.5 13.5 4 11.1195954315808
"VEBONO" "VEBONO122036" 2017-12-08 "022 BCV" "DPBS02909-0053" 2036-12-04 6936 1 459435000 118.5 118.5 118.5 13.57 4 11.2067781648301
"LETRA" "LTB032018" 2017-12-08 "022 BCV" "LTBS00318-0026" 2018-03-07 89 1 254068000 99.5699999999999 99.57 99.5699999999999 0 0 1.74683724284128
"VEBONO" "VEBONO012023" 2017-12-12 "022 BCV" "DPBS09345-0032" 2023-01-19 1864 2 3604826674 129.7731 129.8356 129.80435 14.8 4 7.66847985376353
"VEBONO" "VEBONO032031" 2017-12-12 "022 BCV" "DPBS02207-0016" 2031-03-13 4839 1 2e+07 132.5 132.5 132.5 15.16 4 10.5684106455376
"TIF" "TIF052036" 2017-12-12 "022 BCV" "DPBS02909-0062" 2036-05-22 6736 2 9e+08 118.5156 118.5469 118.53125 13.5 4 11.1155797795905
"VEBONO" "VEBONO122036" 2017-12-12 "022 BCV" "DPBS02909-0053" 2036-12-04 6932 2 918870000 118.5156 118.5313 118.52345 13.57 4 11.2036206163404
"VEBONO" "VEBONO122036" 2017-12-13 "022 BCV" "DPBS02909-0053" 2036-12-04 6931 1 3e+08 118.5 118.5 118.5 13.57 4 11.2060901724234
"LETRA" "LTB032018" 2017-12-13 "022 BCV" "LTBS00318-0026" 2018-03-07 84 1 1.8e+08 99.5933 99.5933 99.5933 0 0 1.75011772880304
"LETRA" "LTB032018" 2017-12-13 "022 BCV" "LTBS00318-0017" 2018-03-14 91 1 8e+07 98.6921 98.6921 98.6921 0 0 5.24267888727656
"TIF" "TIF052036" 2017-12-14 "022 BCV" "DPBS02909-0062" 2036-05-22 6734 1 18550000 116.5 116.5 116.5 13.5 4 11.3449104638747
"VEBONO" "VEBONO122036" 2017-12-14 "022 BCV" "DPBS02909-0053" 2036-12-04 6930 4 2.06e+09 116.4688 118.5469 117.080569902912 13.57 4 11.3652087592476
"TIF" "TIF012037" 2017-12-14 "022 BCV" "DPBS02909-0080" 2037-01-29 6986 3 285200000 105.2 114.5 107.090857293128 13.25 4 12.2723825993128
"VEBONO" "VEBONO082037" 2017-12-14 "022 BCV" "DPBS02909-0071" 2037-08-06 7175 2 250125000 105.2 107 106.099550224888 13.18 4 12.3396736298179
"LETRA" "LTB032018" 2017-12-14 "022 BCV" "LTBS00318-0017" 2018-03-14 90 1 1.5e+08 99.3789 99.3789 99.3789 0 0 2.49992704688822
"TIF" "TIF052036" 2017-12-15 "022 BCV" "DPBS02909-0062" 2036-05-22 6733 1 240368000 116.3953 116.3953 116.3953 13.5 4 11.3568016170841
"VEBONO" "VEBONO122036" 2017-12-15 "022 BCV" "DPBS02909-0053" 2036-12-04 6929 1 9.8e+08 116.5 116.5 116.5 13.57 4 11.4311311514407
"TIF" "TIF012037" 2017-12-15 "022 BCV" "DPBS02909-0080" 2037-01-29 6985 1 1.25e+08 116.5 116.5 116.5 13.25 4 11.1444289854481
"VEBONO" "VEBONO082037" 2017-12-15 "022 BCV" "DPBS02909-0071" 2037-08-06 7174 1 125126000 116.5 116.5 116.5 13.18 4 11.0971575395199
"VEBONO" "VEBONO032035" 2017-12-18 "022 BCV" "DPBS02909-0044" 2035-03-15 6296 3 4e+08 119.75 120.5 120.125 13.67 4 11.0459053420516
"TIF" "TIF052036" 2017-12-18 "022 BCV" "DPBS02909-0062" 2036-05-22 6730 1 193764000 119.75 119.75 119.75 13.5 4 10.9800632158484
"TIF" "TIF022021" 2017-12-19 "022 BCV" "DPBS09345-0014" 2021-02-04 1143 1 427461000 128.7422 128.7422 128.7422 16.5 4 6.27981254908629
"TIF" "TIF032022" 2017-12-19 "022 BCV" "DPBS09345-0041" 2022-03-03 1535 1 43667703 131.4 131.4 131.4 16 4 7.266308346387
"TIF" "TIF022029" 2017-12-19 "022 BCV" "DPBS01632-0020" 2029-02-15 4076 2 9.76e+08 136.670099999999 136.7326 136.701349999999 15.5 4 9.99251261146066
"TIF" "TIF022032" 2017-12-19 "022 BCV" "DPBS02207-0043" 2032-02-19 5175 2 2.554e+09 126.3265 126.389 126.35775 14.5 4 10.8283525566232
"TIF" "TIF032033" 2017-12-19 "022 BCV" "DPBS02209-0023" 2033-03-03 5553 2 8.64e+08 135.005699999999 135.0682 135.036949999999 14.5 4 9.99329006726288
"VEBONO" "VEBONO072033" 2017-12-19 "022 BCV" "DPBS02209-0014" 2033-07-21 5693 1 3.1e+07 134.9922 134.9922 134.9922 14.13 4 9.733904426494
"TIF" "TIF052036" 2017-12-19 "022 BCV" "DPBS02909-0062" 2036-05-22 6729 1 193764000 120.5 120.5 120.5 13.5 4 10.8980959160014
"Valores Fin." "Valores Fin.072022" 2017-12-19 "022 BCV" "VFBS00722-0010" 2022-07-22 1676 1 2e+08 106.5 106.5 106.5 10 2 8.23837910691649
"Valores Fin." "Valores Fin.082022" 2017-12-19 "022 BCV" "VFBS00822-0019" 2022-08-23 1708 1 5e+08 106.5 106.5 106.5 10 2 8.2628915267184
"Valores Fin." "Valores Fin.092022" 2017-12-19 "022 BCV" "VFBS00922-0018" 2022-09-22 1738 1 6.32e+08 106.5 106.5 106.5 10 2 8.30477284742717
"Valores Fin." "Valores Fin.102022" 2017-12-19 "022 BCV" "VFBS01022-0014" 2022-10-25 1771 1 1.981e+09 106.5 106.5 106.5 10 2 8.32498061091047
"Valores Fin." "Valores Fin.112022" 2017-12-19 "022 BCV" "VFBS01122-0013" 2022-11-22 1799 1 6.49e+08 106.5 106.5 106.5 10 2 8.3537331413579
"TIF" "TIF042019" 2017-12-20 "022 BCV" "DPBS08772-0026" 2019-04-18 484 1 11400000 114 114 114 16 4 4.98608173287289
"TIF" "TIF022021" 2017-12-20 "022 BCV" "DPBS09345-0014" 2021-02-04 1142 1 427461000 128.7578 128.7578 128.7578 16.5 4 6.26800948367157
"VEBONO" "VEBONO032031" 2017-12-20 "022 BCV" "DPBS02207-0016" 2031-03-13 4831 1 298299000 130 130 130 15.16 4 10.859806061595
"TIF" "TIF022032" 2017-12-20 "022 BCV" "DPBS02207-0043" 2032-02-19 5174 1 554933000 130 130 130 14.5 4 10.4143439751473
"VEBONO" "VEBONO062032" 2017-12-20 "022 BCV" "DPBS02207-0052" 2032-06-17 5293 1 49900000 135.75 135.75 135.75 14.17 4 9.58098781756611
"VEBONO" "VEBONO072033" 2017-12-20 "022 BCV" "DPBS02209-0014" 2033-07-21 5692 1 3.1e+07 135.0078 135.0078 135.0078 14.13 4 9.73209716289647
"TIF" "TIF052036" 2017-12-20 "022 BCV" "DPBS02909-0062" 2036-05-22 6728 3 397453000 120.25 120.75 120.386739438374 13.5 4 10.9102723195136
"VEBONO" "VEBONO122036" 2017-12-20 "022 BCV" "DPBS02909-0053" 2036-12-04 6924 2 282856000 120.25 120.5 120.34606920129 13.57 4 11.0025997341163
"TIF" "TIF012037" 2017-12-20 "022 BCV" "DPBS02909-0080" 2037-01-29 6980 2 964286000 115.75 117 115.912036989026 13.25 4 11.2101290785767
"VEBONO" "VEBONO082037" 2017-12-20 "022 BCV" "DPBS02909-0071" 2037-08-06 7169 3 1214661000 115.75 117 115.930245764044 13.18 4 11.1600467964124
"LETRA" "LTB032018" 2017-12-20 "022 BCV" "LTBS00318-0035" 2018-03-21 91 1 1.5e+08 99.372 99.372 99.372 0 0 2.50009620858549
"LETRA" "LTB122018" 2017-12-20 "022 BCV" "LTBS01218-0015" 2018-12-19 364 2 1.75e+08 96.0694 96.4193 96.27934 0 0 3.82197637247371
"TIF" "TIF032031" 2017-12-21 "022 BCV" "DPBS02207-0025" 2031-03-13 4830 2 291036000 131 131.0156 131.0078 15 4 10.611006799394
"VEBONO" "VEBONO032031" 2017-12-21 "022 BCV" "DPBS02207-0016" 2031-03-13 4830 2 596598000 130.0156 130.0469 130.03125 15.16 4 10.8557410306761
"TIF" "TIF022032" 2017-12-21 "022 BCV" "DPBS02207-0043" 2032-02-19 5173 2 1109866000 130.0156 130.0469 130.03125 14.5 4 10.4105591709541
"TIF" "TIF032032" 2017-12-21 "022 BCV" "DPBS02207-0034" 2032-03-25 5208 3 402627000 124.05 129.0156 128.374300665379 15.25 4 11.2300867717495
"VEBONO" "VEBONO072033" 2017-12-21 "022 BCV" "DPBS02209-0014" 2033-07-21 5691 1 3.1e+07 136.5 136.5 136.5 14.13 4 9.58459865535701
"TIF" "TIF052036" 2017-12-21 "022 BCV" "DPBS02909-0062" 2036-05-22 6727 1 3e+09 115 115 115 13.5 4 11.5178969318237
"TIF" "TIF012037" 2017-12-21 "022 BCV" "DPBS02909-0080" 2037-01-29 6979 1 2.5e+07 117.8 117.8 117.8 13.25 4 10.9997722621175
"VEBONO" "VEBONO082037" 2017-12-21 "022 BCV" "DPBS02909-0071" 2037-08-06 7168 4 836496000 116 118 116.795399395096 13.18 4 11.0640613199975
"Valores Fin." "Valores Fin.072022" 2017-12-21 "022 BCV" "VFBS00722-0010" 2022-07-22 1674 1 1e+09 106.25 106.25 106.25 10 2 8.3008544241598
"TIF" "TIF032031" 2017-12-22 "022 BCV" "DPBS02207-0025" 2031-03-13 4829 1 145518000 131.0469 131.0469 131.0469 15 4 10.6060908105548
"TIF" "TIF032032" 2017-12-22 "022 BCV" "DPBS02207-0034" 2032-03-25 5207 5 278484000 124.1125 129.0469 127.231765692463 15.25 4 11.3640174823463
"VEBONO" "VEBONO032035" 2017-12-22 "022 BCV" "DPBS02909-0044" 2035-03-15 6292 1 1e+08 120.462 120.462 120.462 13.67 4 11.0073441398174
"TIF" "TIF052036" 2017-12-22 "022 BCV" "DPBS02909-0062" 2036-05-22 6726 1 50062000 120 120 120 13.5 4 10.9521829619352
"TIF" "TIF022021" 2017-12-26 "022 BCV" "DPBS09345-0014" 2021-02-04 1136 1 3e+07 131.75 131.75 131.75 16.5 4 5.32399380056701
"VEBONO" "VEBONO022022" 2017-12-26 "022 BCV" "DPBS09345-0023" 2022-02-10 1507 2 4.78e+09 125 125.0625 125.03125 14.46 4 7.34944803010906
"VEBONO" "VEBONO012023" 2017-12-26 "022 BCV" "DPBS09345-0032" 2023-01-19 1850 2 4e+09 130 130.0625 130.03125 14.8 4 7.58449228903411
"VEBONO" "VEBONO062032" 2017-12-26 "022 BCV" "DPBS02207-0052" 2032-06-17 5287 3 2155995946 121 135.75 121.236056739464 14.17 4 11.1900468448197
"VEBONO" "VEBONO032035" 2017-12-26 "022 BCV" "DPBS02909-0044" 2035-03-15 6288 1 5e+08 114.5 114.5 114.5 13.67 4 11.7025482545081
"LETRA" "LTB012018" 2017-12-26 "022 BCV" "LTBS00118-0028" 2018-01-10 15 1 1.05e+08 99.9419999999999 99.942 99.9419999999999 0 0 1.39280782854332
"Valores Fin." "Valores Fin.072022" 2017-12-26 "022 BCV" "VFBS00722-0010" 2022-07-22 1669 2 4e+08 106.5156 106.5469 106.53125 10 2 8.22509974095298
"Valores Fin." "Valores Fin.082022" 2017-12-26 "022 BCV" "VFBS00822-0019" 2022-08-23 1701 2 1e+09 106.5156 106.5469 106.53125 10 2 8.24959314587352
"Valores Fin." "Valores Fin.092022" 2017-12-26 "022 BCV" "VFBS00922-0018" 2022-09-22 1731 2 1.264e+09 106.5156 106.5313 106.52345 10 2 8.29345891465172
"Valores Fin." "Valores Fin.102022" 2017-12-26 "022 BCV" "VFBS01022-0014" 2022-10-25 1764 4 3.962e+09 106.5156 106.5469 106.53125 10 2 8.31167383122513
"Valores Fin." "Valores Fin.112022" 2017-12-26 "022 BCV" "VFBS01122-0013" 2022-11-22 1792 2 1.298e+09 106.5156 106.5313 106.52345 10 2 8.34230973236703
"VEBONO" "VEBONO062020" 2017-12-27 "022 BCV" "DPBS08771-0027" 2020-06-18 904 2 605561581 121.9844 127.5313 121.998139890806 14.37 4 4.87948364539532
"TIF" "TIF022030" 2017-12-27 "022 BCV" "DPBS01632-0048" 2030-02-28 4446 1 102117000 128.5 128.5 128.5 15.65 4 11.3089845102041
"TIF" "TIF032033" 2017-12-27 "022 BCV" "DPBS02209-0023" 2033-03-03 5545 1 7e+08 127.5 127.5 127.5 14.5 4 10.7951771660269
"VEBONO" "VEBONO032035" 2017-12-27 "022 BCV" "DPBS02909-0044" 2035-03-15 6287 1 1e+08 120.625 120.625 120.625 13.67 4 10.9882305041171
"TIF" "TIF052036" 2017-12-27 "022 BCV" "DPBS02909-0062" 2036-05-22 6721 3 668344000 119 120.875 119.154923756778 13.5 4 11.0444958918535
"LETRA" "LTB012018" 2017-12-27 "022 BCV" "LTBS00118-0028" 2018-01-10 14 1 1.05e+08 99.9733 99.9733 99.9733 0 0 0.686754792100976
"Valores Fin." "Valores Fin.072022" 2017-12-27 "022 BCV" "VFBS00722-0010" 2022-07-22 1668 1 2e+09 106.25 106.25 106.25 10 2 8.29653086197228
"Valores Fin." "Valores Fin.092022" 2017-12-27 "022 BCV" "VFBS00922-0018" 2022-09-22 1730 1 1e+09 105.1 105.1 105.1 10 2 8.65056498346322
"VEBONO" "VEBONO062020" 2017-12-28 "022 BCV" "DPBS08771-0027" 2020-06-18 903 1 604061581 122 122 122 14.37 4 4.86978092226265
"VEBONO" "VEBONO022022" 2017-12-28 "022 BCV" "DPBS09345-0023" 2022-02-10 1505 2 4.78e+09 124.8572 124.9197 124.88845 14.46 4 7.37761317839523
"VEBONO" "VEBONO012023" 2017-12-28 "022 BCV" "DPBS09345-0032" 2023-01-19 1848 2 4e+09 129.8553 129.9178 129.88655 14.8 4 7.60853173694125
"TIF" "TIF022030" 2017-12-28 "022 BCV" "DPBS01632-0048" 2030-02-28 4445 1 102117000 128.5156 128.5156 128.5156 15.65 4 11.306598909799
"VEBONO" "VEBONO062032" 2017-12-28 "022 BCV" "DPBS02207-0052" 2032-06-17 5285 2 2125995946 120.8588 120.9213 120.89005 14.17 4 11.2314938941148
"TIF" "TIF032033" 2017-12-28 "022 BCV" "DPBS02209-0023" 2033-03-03 5544 1 7e+08 127.5156 127.5156 127.5156 14.5 4 10.7931855979046
"VEBONO" "VEBONO032034" 2017-12-28 "022 BCV" "DPBS02911-0012" 2034-03-30 5936 1 345349000 118 118 118 13.77 4 11.329246815398
"Valores Fin." "Valores Fin.072022" 2017-12-28 "022 BCV" "VFBS00722-0010" 2022-07-22 1667 5 8726789000 105.615 106.3126 105.927577741939 10 2 8.37890089107236
"Valores Fin." "Valores Fin.092022" 2017-12-28 "022 BCV" "VFBS00922-0018" 2022-09-22 1729 1 1e+09 105.1156 105.1156 105.1156 10 2 8.64599349550326
"Valores Fin." "Valores Fin.072022" 2017-12-29 "022 BCV" "VFBS00722-0010" 2022-07-22 1666 2 9453578000 105.6306 105.6619 105.64625 10 2 8.45101737734306
"Valores Fin." "Valores Fin.122022" 2017-12-29 "022 BCV" "VFBS01222-0012" 2022-12-22 1819 2 3.347e+09 104.75 107 105.422243800418 10 2 8.62441712002022
"VEBONO" "VEBONO032034" 2018-01-02 "022 BCV" "DPBS02911-0012" 2034-03-30 5931 2 690698000 118.0156 118.0469 118.03125 13.77 4 11.3293516832274
"VEBONO" "VEBONO012023" 2018-01-12 "022 BCV" "DPBS09345-0032" 2023-01-19 1833 2 9600000 125.9937 126.025 126.00935 14.8 4 8.37834723911248
"LETRA" "LTB072018" 2018-01-16 "022 BCV" "LTBS00718-0013" 2018-07-18 183 1 1.05e+08 98.4 98.4 98.4 0 0 3.19872051179526
"LETRA" "LTB072018" 2018-01-17 "022 BCV" "LTBS00718-0013" 2018-07-18 182 1 1.05e+08 98.4312999999999 98.4313 98.4312999999999 0 0 3.15237437372391
"VEBONO" "VEBONO022022" 2018-01-18 "022 BCV" "DPBS09345-0023" 2022-02-10 1484 1 2.39e+09 124.5988 124.5988 124.5988 14.46 4 7.37462586122888
"VEBONO" "VEBONO012023" 2018-01-18 "022 BCV" "DPBS09345-0032" 2023-01-19 1827 1 2e+09 129.6188 129.6188 129.6188 14.8 4 7.60634907510847
"VEBONO" "VEBONO062032" 2018-01-18 "022 BCV" "DPBS02207-0052" 2032-06-17 5264 1 1146049153 120.8488 120.8488 120.8488 13.97 4 11.0587512965183
"VEBONO" "VEBONO022022" 2018-01-19 "022 BCV" "DPBS09345-0023" 2022-02-10 1483 1 2.39e+09 124.63 124.63 124.63 14.46 4 7.36319592452146
"VEBONO" "VEBONO012023" 2018-01-19 "022 BCV" "DPBS09345-0032" 2023-01-19 1826 1 2e+09 129.65 129.65 129.65 14.8 4 7.61415593573602
"VEBONO" "VEBONO062032" 2018-01-19 "022 BCV" "DPBS02207-0052" 2032-06-17 5263 1 1146049153 120.88 120.88 120.88 13.97 4 11.0547685978681
"VEBONO" "VEBONO042019" 2018-01-22 "022 BCV" "DPBS08773-0025" 2019-04-18 451 1 350674199 117.2 117.2 117.2 14.12 4 0.214371011680736
"TIF" "TIF042019" 2018-01-22 "022 BCV" "DPBS08772-0026" 2019-04-18 451 1 6.4e+07 119.7 119.7 119.7 16 4 0.0882022781887315
"TIF" "TIF082018" 2018-01-23 "022 BCV" "DPBS08773-0034" 2018-08-23 212 1 10492000 107.8338 107.8338 107.8338 16 4 2.34535581012318
"TIF" "TIF042019" 2018-01-23 "022 BCV" "DPBS08772-0026" 2019-04-18 450 2 1.28e+08 119.7156 119.7469 119.73125 16 4 0.033643439168074
"VEBONO" "VEBONO042019" 2018-01-23 "022 BCV" "DPBS08773-0025" 2019-04-18 450 2 701348398 117.2156 117.2469 117.23125 14.12 4 0.163191494930182
"VEBONO" "VEBONO012021" 2018-01-23 "022 BCV" "DPBS08772-0017" 2021-01-29 1102 1 38470000 125 125 125 14.8 4 5.69174528733019
"VEBONO" "VEBONO012021" 2018-01-24 "022 BCV" "DPBS08772-0017" 2021-01-29 1101 1 1e+07 125.0156 125.0156 125.0156 14.8 4 5.68013047914055
"TIF" "TIF082018" 2018-01-25 "022 BCV" "DPBS08773-0034" 2018-08-23 210 1 10492000 107.8494 107.8494 107.8494 16 4 2.19731020534146
"VEBONO" "VEBONO012021" 2018-01-25 "022 BCV" "DPBS08772-0017" 2021-01-29 1100 1 28470000 125.0156 125.0156 125.0156 14.8 4 5.67346081930253
"VEBONO" "VEBONO052029" 2018-01-25 "022 BCV" "DPBS01632-0057" 2029-05-10 4123 1 1.71e+08 115 115 115 15.16 4 12.6331512554188
"VEBONO" "VEBONO032034" 2018-01-25 "022 BCV" "DPBS02911-0012" 2034-03-30 5908 1 5e+08 116 116 116 13.57 4 11.39230514582
"VEBONO" "VEBONO032034" 2018-01-25 "022 BCV" "DPBS02909-0026" 2034-03-30 5908 1 204570000 116 116 116 13.57 4 11.39230514582
"VEBONO" "VEBONO122036" 2018-01-25 "022 BCV" "DPBS02909-0053" 2036-12-04 6888 1 656870000 116 116 116 13.37 4 11.3075859181412
"TIF" "TIF012037" 2018-01-25 "022 BCV" "DPBS02909-0080" 2037-01-29 6944 1 2.5e+08 112 112 112 13.25 4 11.6632199330166
"VEBONO" "VEBONO082037" 2018-01-25 "022 BCV" "DPBS02909-0071" 2037-08-06 7133 2 372250000 112 120 114.621893888516 13.18 4 11.305660473626
"Valores Fin." "Valores Fin.122022" 2018-01-25 "022 BCV" "VFBS01222-0012" 2022-12-22 1792 1 3e+09 103 103 103 10 2 9.20837749790184
"VEBONO" "VEBONO052029" 2018-01-26 "022 BCV" "DPBS01632-0057" 2029-05-10 4122 1 1.71e+08 115.0313 115.0313 115.0313 15.16 4 12.6282402966159
"VEBONO" "VEBONO032034" 2018-01-26 "022 BCV" "DPBS02911-0012" 2034-03-30 5907 1 5e+08 116.0313 116.0313 116.0313 13.57 4 11.388376391958
"VEBONO" "VEBONO032034" 2018-01-26 "022 BCV" "DPBS02909-0026" 2034-03-30 5907 1 204570000 116.0313 116.0313 116.0313 13.57 4 11.388376391958
"TIF" "TIF092034" 2018-01-26 "022 BCV" "DPBS02909-0017" 2034-09-21 6082 1 154131000 116.5 116.5 116.5 14 4 11.7320439713364
"TIF" "TIF052036" 2018-01-26 "022 BCV" "DPBS02909-0062" 2036-05-22 6691 1 7.5e+07 116.5 116.5 116.5 13.5 4 11.3409515576863
"VEBONO" "VEBONO122036" 2018-01-26 "022 BCV" "DPBS02909-0053" 2036-12-04 6887 2 731870000 116.0313 116.5 116.079331071092 13.37 4 11.2984738744641
"TIF" "TIF012037" 2018-01-26 "022 BCV" "DPBS02909-0080" 2037-01-29 6943 2 5e+08 112.0156 112.0469 112.03125 13.25 4 11.6594841569353
"VEBONO" "VEBONO082037" 2018-01-26 "022 BCV" "DPBS02909-0071" 2037-08-06 7132 3 622500000 112.0156 120.0313 113.59913128514 13.18 4 11.4228972240903
"Valores Fin." "Valores Fin.122022" 2018-01-26 "022 BCV" "VFBS01222-0012" 2022-12-22 1791 2 6e+09 103 103.0313 103.01565 10 2 9.20397039611824
"TIF" "TIF092034" 2018-01-29 "022 BCV" "DPBS02909-0017" 2034-09-21 6079 2 308262000 116.5156 116.5313 116.52345 14 4 11.7288309848426
"TIF" "TIF092035" 2018-01-29 "022 BCV" "DPBS02909-0035" 2035-09-27 6450 1 3e+09 116 116 116 13.75 4 11.6074061671799
"TIF" "TIF052036" 2018-01-29 "022 BCV" "DPBS02909-0062" 2036-05-22 6688 2 1.5e+08 116.5156 116.5313 116.52345 13.5 4 11.3381227534842
"VEBONO" "VEBONO122036" 2018-01-29 "022 BCV" "DPBS02909-0053" 2036-12-04 6884 2 1.5e+08 116.5156 116.5313 116.52345 13.37 4 11.2478473899047
"TIF" "TIF012037" 2018-01-29 "022 BCV" "DPBS02909-0080" 2037-01-29 6940 1 1.25e+08 120 120 120 13.25 4 10.7667905854651
"Valores Fin." "Valores Fin.102022" 2018-01-29 "022 BCV" "VFBS01022-0014" 2022-10-25 1730 1 2e+08 106.5313 106.5313 106.5313 10 2 8.28458200363151
"TIF" "TIF032031" 2018-01-31 "022 BCV" "DPBS02207-0025" 2031-03-13 4789 2 340248000 131.0782 131.1095 131.09385 15 4 10.5856707361573
"TIF" "TIF032032" 2018-01-31 "022 BCV" "DPBS02207-0034" 2032-03-25 5167 2 351182000 127.2631 127.2944 127.27875 15.25 4 11.3518516303702
"TIF" "TIF032033" 2018-01-31 "022 BCV" "DPBS02209-0023" 2033-03-03 5510 2 1352962000 127.5469 127.5782 127.56255 14.5 4 10.7800951417938
"TIF" "TIF092034" 2018-01-31 "022 BCV" "DPBS02909-0017" 2034-09-21 6077 2 925084000 119.0081 119.0394 119.02375 14 4 11.4300051996551
"VEBONO" "VEBONO122036" 2018-01-31 "022 BCV" "DPBS02909-0053" 2036-12-04 6882 3 1627522000 118.7942 119.2 118.969071239037 13.37 4 10.9754980865429
"TIF" "TIF012037" 2018-01-31 "022 BCV" "DPBS02909-0080" 2037-01-29 6938 1 1.25e+08 119 119 119 13.25 4 10.8742355792616
"VEBONO" "VEBONO082037" 2018-01-31 "022 BCV" "DPBS02909-0071" 2037-08-06 7127 1 250251000 119 119 119 13.18 4 10.8222017151842
"Valores Fin." "Valores Fin.082022" 2018-01-31 "022 BCV" "VFBS00822-0019" 2022-08-23 1665 3 3e+07 106.5313 106.5939 106.5626 10 2 8.21404034915743
"Valores Fin." "Valores Fin.102022" 2018-01-31 "022 BCV" "VFBS01022-0014" 2022-10-25 1728 2 7.132e+09 103.5156 106.5939 103.60192361189 10 2 9.0261947446586
